<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
06.12.2018,113130,113140,112970,113030
06.12.2018,113030,113040,112920,112940
06.12.2018,112940,112950,112810,112900
06.12.2018,112880,112880,112730,112810
06.12.2018,112810,112830,112740,112760
06.12.2018,112770,112880,112740,112830
06.12.2018,112830,112900,112780,112890
06.12.2018,112890,112910,112750,112800
06.12.2018,112790,112890,112760,112860
06.12.2018,112860,112880,112820,112820
06.12.2018,112840,112850,112780,112830
06.12.2018,112830,112900,112800,112860
06.12.2018,112870,112930,112860,112870
06.12.2018,112870,112920,112870,112880
06.12.2018,112890,112920,112850,112900
06.12.2018,112910,112940,112870,112890
06.12.2018,112880,112940,112870,112910
06.12.2018,112910,112970,112850,112850
06.12.2018,112860,112870,112770,112810
06.12.2018,112820,112900,112810,112870
06.12.2018,112850,112880,112770,112850
06.12.2018,112850,112850,112750,112840
06.12.2018,112850,112880,112800,112850
06.12.2018,112850,112900,112790,112880
06.12.2018,112890,112910,112850,112890
06.12.2018,112910,112940,112840,112880
06.12.2018,112870,112920,112870,112910
06.12.2018,112910,112950,112870,112950
06.12.2018,112940,112950,112900,112910
06.12.2018,112910,112960,112910,112930
06.12.2018,112920,112950,112920,112940
06.12.2018,112940,113020,112910,113000
06.12.2018,113000,113140,113000,113100
06.12.2018,113100,113110,112970,113000
06.12.2018,112990,113050,112990,113050
06.12.2018,113050,113110,113020,113050
06.12.2018,113060,113060,112940,112950
06.12.2018,112960,112970,112900,112910
06.12.2018,112910,112980,112900,112950
06.12.2018,112930,112930,112820,112900
06.12.2018,112890,112920,112840,112840
06.12.2018,112840,112890,112810,112880
06.12.2018,112880,112890,112790,112790
06.12.2018,112790,112830,112650,112820
06.12.2018,112820,112880,112720,112760
06.12.2018,112750,112750,112660,112660
06.12.2018,112660,112680,112570,112600
06.12.2018,112580,112590,112400,112400
06.12.2018,112400,112580,112400,112570
06.12.2018,112550,112570,112460,112510
06.12.2018,112500,112520,112430,112450
06.12.2018,112460,112460,112280,112300
06.12.2018,112290,112380,112270,112320
06.12.2018,112300,112310,112210,112250
06.12.2018,112240,112250,112110,112130
06.12.2018,112140,112190,112110,112180
06.12.2018,112180,112190,112120,112180
06.12.2018,112170,112240,112160,112210
06.12.2018,112200,112200,112120,112130
06.12.2018,112130,112190,112120,112150
06.12.2018,112160,112170,112070,112080
06.12.2018,112080,112090,112020,112050
06.12.2018,112050,112130,112040,112130
06.12.2018,112120,112260,112090,112250
06.12.2018,112250,112300,112210,112300
06.12.2018,112280,112380,112270,112380
06.12.2018,112380,112400,112330,112360
06.12.2018,112360,112400,112330,112390
06.12.2018,112390,112390,112270,112370
06.12.2018,112360,112370,112260,112330
06.12.2018,112330,112370,112230,112270
06.12.2018,112280,112310,112180,112250
06.12.2018,112270,112290,112240,112270
06.12.2018,112260,112290,112170,112210
06.12.2018,112200,112260,112180,112210
06.12.2018,112210,112260,112170,112210
06.12.2018,112220,112260,112140,112160
06.12.2018,112160,112230,112150,112180
06.12.2018,112180,112190,112130,112160
06.12.2018,112150,112190,112100,112170
06.12.2018,112160,112190,112150,112170
06.12.2018,112170,112180,112110,112150
06.12.2018,112150,112170,112130,112130
06.12.2018,112130,112150,112080,112130
06.12.2018,112140,112160,112050,112080
06.12.2018,112080,112120,112020,112070
06.12.2018,112070,112100,112010,112020
06.12.2018,112030,112070,112020,112050
06.12.2018,112040,112050,111800,111810
06.12.2018,111810,111900,111790,111880
06.12.2018,111870,111970,111870,111960
06.12.2018,111950,111960,111800,111930
06.12.2018,111930,111960,111820,111900
06.12.2018,111880,112120,111870,112070
06.12.2018,112070,112080,112010,112060
06.12.2018,112060,112100,112030,112090
06.12.2018,112100,112210,112080,112190
06.12.2018,112200,112240,112140,112190
06.12.2018,112170,112210,112130,112180
06.12.2018,112180,112180,112110,112180
06.12.2018,112170,112190,112100,112120
06.12.2018,112120,112170,112110,112150
06.12.2018,112130,112170,112080,112130
06.12.2018,112130,112130,111960,112030
06.12.2018,112030,112130,112020,112110
06.12.2018,112120,112230,112090,112200
06.12.2018,112210,112310,112180,112210
06.12.2018,112210,112260,112100,112140
06.12.2018,112130,112180,112080,112160
06.12.2018,112180,112250,112160,112230
06.12.2018,112240,112260,112200,112220
06.12.2018,112200,112220,112170,112200
06.12.2018,112200,112220,112140,112210
06.12.2018,112220,112270,112200,112270
06.12.2018,112250,112370,112250,112340
06.12.2018,112340,112340,112210,112210
06.12.2018,112220,112270,112190,112260
06.12.2018,112270,112290,112230,112280
06.12.2018,112290,112380,112200,112360
06.12.2018,112350,112450,112330,112440
06.12.2018,112420,112460,112390,112400
06.12.2018,112400,112490,112400,112460
06.12.2018,112460,112550,112460,112530
06.12.2018,112540,112550,112460,112520
06.12.2018,112510,112580,112500,112580
06.12.2018,112560,112700,112550,112640
06.12.2018,112640,112720,112630,112690
06.12.2018,112690,112760,112680,112690
06.12.2018,112710,112730,112670,112720
06.12.2018,112720,112730,112520,112530
06.12.2018,112540,112590,112500,112550
06.12.2018,112550,112570,112500,112530
06.12.2018,112520,112570,112480,112490
06.12.2018,112490,112530,112400,112410
06.12.2018,112400,112410,112360,112380
06.12.2018,112370,112460,112370,112430
06.12.2018,112430,112500,112400,112490
06.12.2018,112500,112510,112430,112460
06.12.2018,112460,112500,112440,112480
06.12.2018,112470,112530,112450,112470
06.12.2018,112470,112590,112460,112580
06.12.2018,112590,112630,112540,112580
06.12.2018,112580,112590,112540,112550
06.12.2018,112560,112580,112490,112490
06.12.2018,112480,112530,112460,112500
06.12.2018,112500,112510,112400,112430
06.12.2018,112430,112460,112410,112450
06.12.2018,112440,112440,112330,112340
06.12.2018,112350,112440,112320,112330
06.12.2018,112350,112370,112310,112360
06.12.2018,112360,112370,112240,112270
06.12.2018,112280,112390,112270,112390
06.12.2018,112390,112420,112330,112340
06.12.2018,112330,112480,112320,112480
06.12.2018,112460,112570,112460,112470
06.12.2018,112470,112480,112410,112430
06.12.2018,112420,112520,112410,112480
06.12.2018,112500,112510,112460,112480
06.12.2018,112470,112690,112460,112580
06.12.2018,112570,112750,112560,112730
06.12.2018,112730,112790,112660,112740
06.12.2018,112750,112770,112690,112750
06.12.2018,112750,112840,112710,112830
06.12.2018,112830,112880,112710,112720
06.12.2018,112720,112760,112700,112700
06.12.2018,112710,112720,112660,112670
06.12.2018,112670,112680,112640,112650
06.12.2018,112660,112680,112640,112660
06.12.2018,112660,112720,112620,112690
06.12.2018,112700,112700,112650,112660
06.12.2018,112670,112680,112630,112640
06.12.2018,112650,112650,112580,112580
06.12.2018,112580,112660,112540,112650
06.12.2018,112640,112670,112550,112560
06.12.2018,112580,112590,112510,112540
06.12.2018,112540,112560,112480,112520
06.12.2018,112510,112510,112390,112500
06.12.2018,112500,112510,112440,112470
06.12.2018,112460,112600,112430,112580
06.12.2018,112600,112660,112540,112590
06.12.2018,112580,112620,112540,112600
06.12.2018,112620,112690,112620,112690
06.12.2018,112690,112700,112610,112640
06.12.2018,112640,112730,112630,112670
06.12.2018,112690,112700,112650,112670
06.12.2018,112680,112700,112660,112690
06.12.2018,112690,112750,112690,112720
06.12.2018,112700,112770,112690,112730
06.12.2018,112740,112760,112660,112670
06.12.2018,112670,112680,112650,112660
06.12.2018,112670,112670,112590,112590
06.12.2018,112590,112630,112570,112570
06.12.2018,112570,112630,112560,112620
06.12.2018,112620,112660,112600,112630
06.12.2018,112630,112640,112600,112640
06.12.2018,112630,112640,112600,112640
06.12.2018,112640,112650,112600,112610
06.12.2018,112610,112640,112590,112600
06.12.2018,112620,112690,112610,112680
06.12.2018,112690,112740,112650,112670
06.12.2018,112660,112720,112650,112720
06.12.2018,112720,112760,112700,112720
06.12.2018,112710,112710,112650,112670
06.12.2018,112680,112820,112670,112780
06.12.2018,112770,112820,112710,112710
06.12.2018,112720,112760,112670,112680
06.12.2018,112680,112750,112680,112720
06.12.2018,112710,112730,112690,112710
06.12.2018,112700,112730,112690,112710
06.12.2018,112710,112730,112670,112710
06.12.2018,112710,112780,112700,112700
06.12.2018,112710,112770,112710,112730
06.12.2018,112720,112730,112670,112690
06.12.2018,112680,112710,112650,112670
06.12.2018,112670,112690,112610,112620
06.12.2018,112620,112660,112620,112630
06.12.2018,112650,112680,112630,112660
06.12.2018,112660,112680,112640,112650
06.12.2018,112640,112650,112600,112620
06.12.2018,112620,112620,112510,112530
06.12.2018,112530,112570,112510,112550
06.12.2018,112550,112560,112510,112550
06.12.2018,112550,112570,112520,112530
06.12.2018,112520,112530,112460,112470
06.12.2018,112470,112570,112470,112530
06.12.2018,112540,112600,112540,112570
06.12.2018,112580,112590,112500,112520
06.12.2018,112510,112560,112500,112560
06.12.2018,112560,112640,112560,112590
06.12.2018,112600,112600,112470,112480
06.12.2018,112470,112490,112400,112400
06.12.2018,112400,112450,112310,112360
06.12.2018,112370,112410,112280,112310
06.12.2018,112310,112470,112300,112460
06.12.2018,112460,112490,112430,112440
06.12.2018,112440,112470,112380,112450
06.12.2018,112460,112460,112380,112420
06.12.2018,112420,112440,112380,112420
06.12.2018,112430,112430,112370,112390
06.12.2018,112390,112450,112390,112420
06.12.2018,112430,112500,112420,112500
06.12.2018,112500,112780,112500,112770
06.12.2018,112780,112830,112750,112790
06.12.2018,112800,112840,112770,112770
06.12.2018,112770,112790,112740,112750
06.12.2018,112750,112780,112740,112750
06.12.2018,112760,112830,112750,112810
06.12.2018,112830,112840,112800,112820
06.12.2018,112810,112840,112780,112810
06.12.2018,112820,112950,112800,112900
06.12.2018,112910,113010,112880,112910
06.12.2018,112910,112980,112900,112910
06.12.2018,112920,112970,112920,112950
06.12.2018,112950,113080,112950,113020
06.12.2018,113020,113030,112960,112980
06.12.2018,112970,113030,112970,113010
06.12.2018,113010,113030,112970,112980
06.12.2018,112990,113000,112950,112950
06.12.2018,112960,113010,112950,112980
06.12.2018,112980,113020,112970,113000
06.12.2018,113000,113000,112950,112970
06.12.2018,112980,112990,112960,112980
06.12.2018,112970,113030,112950,113000
06.12.2018,113010,113050,112980,112990
06.12.2018,112980,113000,112950,113000
06.12.2018,113000,113000,112910,112930
06.12.2018,112920,112950,112870,112890
06.12.2018,112880,112930,112880,112910
06.12.2018,112910,112910,112760,112770
06.12.2018,112780,112950,112770,112920
06.12.2018,112910,112910,112860,112880
06.12.2018,112880,112970,112880,112970
06.12.2018,112960,112970,112910,112960
06.12.2018,112950,112970,112930,112940
06.12.2018,112940,112940,112890,112900
06.12.2018,112900,112920,112850,112870
06.12.2018,112860,112910,112840,112850
06.12.2018,112850,112900,112850,112890
06.12.2018,112890,112910,112850,112880
06.12.2018,112870,112960,112860,112930
06.12.2018,112930,112990,112910,112940
06.12.2018,112940,112980,112900,112910
06.12.2018,112920,112930,112800,112800
06.12.2018,112810,112840,112800,112830
06.12.2018,112850,112940,112810,112920
06.12.2018,112910,112940,112880,112900
06.12.2018,112890,112930,112880,112930
06.12.2018,112920,112940,112870,112890
06.12.2018,112890,112900,112800,112800
06.12.2018,112800,112820,112720,112750
06.12.2018,112750,112790,112710,112750
06.12.2018,112750,112770,112620,112630
06.12.2018,112640,112670,112570,112620
06.12.2018,112610,112690,112560,112640
06.12.2018,112630,112670,112600,112670
06.12.2018,112660,112720,112660,112680
06.12.2018,112680,112780,112680,112770
06.12.2018,112770,112790,112720,112750
06.12.2018,112760,112870,112750,112810
06.12.2018,112810,112820,112660,112740
06.12.2018,112750,112810,112730,112810
06.12.2018,112800,112950,112800,112920
06.12.2018,112920,112940,112900,112920
06.12.2018,112930,112970,112910,112930
06.12.2018,112930,112950,112880,112950
06.12.2018,112950,112980,112920,112970
06.12.2018,112980,113050,112960,112970
06.12.2018,112970,112990,112920,112930
06.12.2018,112940,112980,112920,112980
06.12.2018,112980,113030,112960,113020
06.12.2018,113010,113030,112910,112920
06.12.2018,112920,112940,112800,112860
06.12.2018,112860,112880,112810,112810
06.12.2018,112810,112970,112810,112950
06.12.2018,112960,112980,112910,112910
06.12.2018,112920,112970,112920,112930
06.12.2018,112950,112990,112950,112980
06.12.2018,112980,112990,112950,112970
06.12.2018,112960,112980,112910,112970
06.12.2018,112980,113010,112960,112990
06.12.2018,112990,113000,112890,112890
06.12.2018,112890,112910,112850,112860
06.12.2018,112850,112870,112810,112830
06.12.2018,112830,112910,112720,112790
06.12.2018,112790,112900,112750,112880
06.12.2018,112870,112890,112810,112880
06.12.2018,112880,112930,112810,112810
06.12.2018,112820,112910,112810,112870
06.12.2018,112870,112980,112870,112960
06.12.2018,112980,113180,112940,113120
06.12.2018,113130,113210,113090,113150
06.12.2018,113150,113270,113140,113230
06.12.2018,113230,113310,113220,113290
06.12.2018,113290,113320,113120,113190
06.12.2018,113200,113330,113200,113280
06.12.2018,113280,113280,113120,113130
06.12.2018,113130,113270,113110,113250
06.12.2018,113240,113260,113130,113230
06.12.2018,113210,113260,113130,113170
06.12.2018,113170,113240,113110,113140
06.12.2018,113130,113170,113060,113090
06.12.2018,113070,113130,112940,113020
06.12.2018,113030,113040,112930,112960
06.12.2018,112970,112990,112850,112930
06.12.2018,112920,113010,112910,113010
06.12.2018,113010,113010,112830,112880
06.12.2018,112890,112920,112830,112890
06.12.2018,112880,112890,112800,112820
06.12.2018,112830,112910,112810,112880
06.12.2018,112880,112940,112860,112920
06.12.2018,112920,112940,112800,112850
06.12.2018,112850,112870,112830,112860
06.12.2018,112870,112900,112790,112790
06.12.2018,112790,112960,112760,112950
06.12.2018,112940,112950,112890,112890
06.12.2018,112880,112950,112860,112950
06.12.2018,112940,112960,112870,112890
06.12.2018,112880,112920,112840,112910
06.12.2018,112910,112920,112820,112850
06.12.2018,112850,113000,112840,113000
06.12.2018,112990,113070,112980,113050
06.12.2018,113050,113130,113040,113120
06.12.2018,113130,113170,113040,113150
06.12.2018,113160,113160,113040,113110
06.12.2018,113120,113140,113030,113130
06.12.2018,113130,113200,113120,113170
06.12.2018,113190,113240,113150,113180
06.12.2018,113180,113190,113120,113150
06.12.2018,113160,113220,113100,113160
06.12.2018,113150,113180,113100,113140
06.12.2018,113130,113150,113050,113050
06.12.2018,113060,113070,112920,112970
06.12.2018,112970,113040,112950,112990
06.12.2018,112970,112990,112850,112920
06.12.2018,112920,113040,112910,112970
06.12.2018,112960,112960,112780,112830
06.12.2018,112830,112930,112820,112880
06.12.2018,112890,112920,112790,112840
06.12.2018,112860,112920,112810,112880
06.12.2018,112890,113010,112890,112990
06.12.2018,112990,113070,112980,113050
06.12.2018,113030,113030,112910,112930
06.12.2018,112950,113020,112920,112970
06.12.2018,112970,113010,112890,112920
06.12.2018,112930,113020,112900,113000
06.12.2018,113000,113010,112890,112970
06.12.2018,112980,113020,112940,112960
06.12.2018,112950,112990,112940,112970
06.12.2018,112970,113000,112930,112950
06.12.2018,112940,112950,112870,112880
06.12.2018,112870,112970,112840,112910
06.12.2018,112930,112960,112890,112910
06.12.2018,112910,113000,112890,112940
06.12.2018,112940,113020,112940,113000
06.12.2018,112990,113020,112940,112960
06.12.2018,112950,113000,112930,112990
06.12.2018,113000,113060,112960,112970
06.12.2018,112970,113140,112950,112960
06.12.2018,113000,113090,112670,112830
06.12.2018,112830,112860,112720,112720
06.12.2018,112720,112810,112660,112760
06.12.2018,112760,112780,112670,112740
06.12.2018,112730,112790,112680,112780
06.12.2018,112780,112790,112470,112530
06.12.2018,112530,112540,112330,112460
06.12.2018,112440,112450,112350,112380
06.12.2018,112370,112430,112320,112380
06.12.2018,112390,112420,112250,112310
06.12.2018,112310,112310,112180,112200
06.12.2018,112220,112270,112190,112240
06.12.2018,112240,112370,112230,112350
06.12.2018,112350,112350,112230,112340
06.12.2018,112340,112350,112260,112320
06.12.2018,112310,112330,112120,112220
06.12.2018,112210,112290,112160,112270
06.12.2018,112260,112270,112180,112200
06.12.2018,112190,112220,112090,112110
06.12.2018,112100,112120,112040,112080
06.12.2018,112070,112150,112020,112120
06.12.2018,112120,112120,112020,112040
06.12.2018,112050,112060,111960,112020
06.12.2018,112030,112040,111740,111750
06.12.2018,111750,111980,111750,111870
06.12.2018,111870,111900,111780,111790
06.12.2018,111790,111920,111760,111910
06.12.2018,111900,111970,111900,111920
06.12.2018,111920,112040,111910,111990
06.12.2018,111990,112060,111970,112040
06.12.2018,112050,112280,112040,112250
06.12.2018,112250,112290,112190,112220
06.12.2018,112210,112220,112170,112190
06.12.2018,112190,112220,112120,112130
06.12.2018,112140,112220,112120,112190
06.12.2018,112190,112250,112170,112250
06.12.2018,112250,112280,112230,112270
06.12.2018,112280,112470,112250,112430
06.12.2018,112430,112460,112320,112340
06.12.2018,112350,112400,112310,112320
06.12.2018,112320,112330,112220,112300
06.12.2018,112320,112370,112300,112330
06.12.2018,112330,112430,112320,112400
06.12.2018,112410,112470,112390,112460
06.12.2018,112460,112570,112440,112500
06.12.2018,112520,112550,112410,112450
06.12.2018,112450,112560,112440,112530
06.12.2018,112530,112660,112520,112650
06.12.2018,112660,112740,112610,112720
06.12.2018,112740,112830,112710,112780
06.12.2018,112800,113020,112790,112870
06.12.2018,112870,112890,112670,112690
06.12.2018,112670,112710,112550,112700
06.12.2018,112700,112790,112670,112750
06.12.2018,112760,112770,112700,112700
06.12.2018,112710,112770,112580,112670
06.12.2018,112660,112680,112520,112570
06.12.2018,112570,112670,112570,112620
06.12.2018,112630,112740,112630,112670
06.12.2018,112660,112750,112660,112730
06.12.2018,112730,112870,112660,112810
06.12.2018,112820,112890,112760,112760
06.12.2018,112760,112780,112710,112770
06.12.2018,112780,112860,112720,112730
06.12.2018,112720,112720,112670,112700
06.12.2018,112700,112730,112690,112700
06.12.2018,112710,112810,112680,112770
06.12.2018,112770,112780,112720,112740
06.12.2018,112740,112750,112700,112740
06.12.2018,112730,112840,112710,112840
06.12.2018,112840,112920,112820,112860
06.12.2018,112860,112920,112850,112890
06.12.2018,112900,113000,112890,112960
06.12.2018,112950,113090,112940,113070
06.12.2018,113070,113120,112940,113020
06.12.2018,113010,113100,113010,113050
06.12.2018,113040,113090,113020,113080
06.12.2018,113070,113100,113050,113070
06.12.2018,113070,113190,113070,113120
06.12.2018,113130,113240,113120,113150
06.12.2018,113160,113170,113110,113140
06.12.2018,113150,113160,113060,113070
06.12.2018,113060,113150,113050,113090
06.12.2018,113110,113120,113080,113120
06.12.2018,113120,113160,113090,113090
06.12.2018,113100,113150,113090,113130
06.12.2018,113140,113160,113100,113160
06.12.2018,113150,113160,113060,113090
06.12.2018,113090,113190,113070,113090
06.12.2018,113080,113150,113080,113130
06.12.2018,113140,113260,113120,113190
06.12.2018,113190,113210,113100,113100
06.12.2018,113100,113130,113060,113060
06.12.2018,113070,113090,113040,113060
06.12.2018,113060,113120,113050,113120
06.12.2018,113120,113140,113050,113060
06.12.2018,113050,113140,113050,113130
06.12.2018,113130,113170,113110,113130
06.12.2018,113120,113130,113100,113100
06.12.2018,113100,113170,113100,113130
06.12.2018,113130,113150,113100,113110
06.12.2018,113110,113170,113100,113170
06.12.2018,113170,113240,113160,113240
06.12.2018,113230,113240,113150,113180
06.12.2018,113180,113180,113130,113160
06.12.2018,113150,113170,113110,113170
06.12.2018,113170,113210,113150,113210
06.12.2018,113210,113230,113160,113230
06.12.2018,113230,113390,113200,113370
06.12.2018,113380,113390,113300,113360
06.12.2018,113380,113400,113310,113320
06.12.2018,113330,113390,113330,113340
06.12.2018,113340,113340,113260,113300
06.12.2018,113320,113410,113300,113370
06.12.2018,113370,113400,113290,113300
06.12.2018,113310,113380,113300,113380
06.12.2018,113380,113400,113330,113330
06.12.2018,113330,113360,113300,113300
06.12.2018,113300,113310,113270,113290
06.12.2018,113290,113290,113240,113260
06.12.2018,113270,113290,113240,113250
06.12.2018,113260,113260,113170,113170
06.12.2018,113180,113190,113010,113050
06.12.2018,113070,113130,113060,113110
06.12.2018,113110,113120,113090,113100
06.12.2018,113100,113110,113080,113100
06.12.2018,113110,113120,113060,113100
06.12.2018,113090,113090,113020,113060
06.12.2018,113050,113070,113040,113050
06.12.2018,113040,113080,113030,113080
06.12.2018,113080,113160,113060,113150
06.12.2018,113150,113180,113140,113150
06.12.2018,113150,113160,113120,113140
06.12.2018,113130,113140,113040,113060
06.12.2018,113070,113090,113020,113060
06.12.2018,113080,113080,112950,113060
06.12.2018,113030,113070,113010,113050
06.12.2018,113040,113040,113000,113010
06.12.2018,113000,113140,112970,113100
06.12.2018,113110,113150,113090,113100
06.12.2018,113090,113150,113080,113140
06.12.2018,113140,113150,113040,113090
06.12.2018,113090,113120,113050,113080
06.12.2018,113070,113090,113050,113090
06.12.2018,113090,113100,113010,113030
06.12.2018,113040,113040,112880,112940
06.12.2018,112950,113000,112920,113000
06.12.2018,113000,113030,112970,112990
06.12.2018,112990,113070,112980,113060
06.12.2018,113060,113140,113040,113110
06.12.2018,113120,113140,113040,113050
06.12.2018,113070,113110,113070,113110
06.12.2018,113120,113170,113100,113120
06.12.2018,113140,113210,113140,113160
06.12.2018,113160,113190,113140,113170
06.12.2018,113150,113230,113150,113220
06.12.2018,113220,113260,113220,113260
06.12.2018,113260,113340,113250,113270
06.12.2018,113270,113300,113230,113250
06.12.2018,113240,113270,113240,113270
06.12.2018,113260,113310,113260,113280
06.12.2018,113280,113330,113260,113320
06.12.2018,113320,113340,113300,113320
06.12.2018,113320,113380,113320,113350
06.12.2018,113350,113370,113330,113340
06.12.2018,113350,113380,113320,113330
06.12.2018,113330,113390,113330,113390
06.12.2018,113400,113680,113400,113530
06.12.2018,113530,113600,113530,113570
06.12.2018,113570,113630,113570,113610
06.12.2018,113610,113650,113540,113550
06.12.2018,113550,113570,113530,113550
06.12.2018,113550,113590,113540,113560
06.12.2018,113550,113590,113540,113560
06.12.2018,113560,113640,113560,113640
06.12.2018,113630,113690,113600,113690
06.12.2018,113680,113710,113640,113700
06.12.2018,113710,113720,113600,113620
06.12.2018,113620,113660,113600,113640
06.12.2018,113630,113640,113560,113560
06.12.2018,113570,113600,113540,113560
06.12.2018,113570,113590,113550,113560
06.12.2018,113580,113590,113560,113570
06.12.2018,113550,113580,113540,113580
06.12.2018,113570,113580,113520,113540
06.12.2018,113540,113560,113510,113540
06.12.2018,113540,113590,113520,113530
06.12.2018,113520,113520,113450,113450
06.12.2018,113460,113490,113430,113460
06.12.2018,113460,113490,113460,113480
06.12.2018,113470,113500,113450,113470
06.12.2018,113480,113500,113460,113470
06.12.2018,113470,113480,113450,113450
06.12.2018,113440,113450,113400,113410
06.12.2018,113410,113420,113400,113400
06.12.2018,113410,113450,113390,113420
06.12.2018,113430,113440,113410,113420
06.12.2018,113440,113480,113410,113410
06.12.2018,113410,113420,113320,113330
06.12.2018,113340,113370,113280,113310
06.12.2018,113300,113400,113290,113400
06.12.2018,113390,113550,113390,113540
06.12.2018,113550,113560,113380,113420
06.12.2018,113430,113550,113430,113540
06.12.2018,113540,113620,113500,113590
06.12.2018,113600,113640,113560,113560
06.12.2018,113560,113580,113520,113560
06.12.2018,113550,113570,113510,113520
06.12.2018,113520,113560,113490,113540
06.12.2018,113530,113560,113510,113550
06.12.2018,113570,113620,113540,113590
06.12.2018,113590,113610,113560,113610
06.12.2018,113610,113650,113570,113590
06.12.2018,113590,113640,113540,113560
06.12.2018,113570,113610,113510,113510
06.12.2018,113510,113580,113490,113560
06.12.2018,113570,113620,113570,113590
06.12.2018,113600,113630,113580,113620
06.12.2018,113640,113650,113600,113610
06.12.2018,113600,113610,113590,113600
06.12.2018,113610,113620,113500,113550
06.12.2018,113550,113580,113450,113470
06.12.2018,113470,113480,113420,113480
06.12.2018,113480,113490,113430,113470
06.12.2018,113480,113490,113440,113470
06.12.2018,113490,113580,113480,113560
06.12.2018,113560,113620,113560,113600
06.12.2018,113610,113670,113610,113630
06.12.2018,113630,113680,113620,113650
06.12.2018,113650,113730,113640,113700
06.12.2018,113700,113830,113700,113710
06.12.2018,113720,113800,113700,113740
06.12.2018,113730,113740,113620,113660
06.12.2018,113660,113690,113650,113680
06.12.2018,113680,113710,113650,113690
06.12.2018,113690,113780,113670,113770
06.12.2018,113760,113810,113740,113750
06.12.2018,113750,113800,113710,113770
06.12.2018,113740,113780,113730,113740
06.12.2018,113740,113780,113700,113710
06.12.2018,113720,113730,113680,113680
06.12.2018,113670,113720,113630,113720
06.12.2018,113720,113730,113660,113710
06.12.2018,113700,113760,113670,113670
06.12.2018,113660,113720,113660,113710
06.12.2018,113710,113750,113660,113740
06.12.2018,113740,113760,113690,113690
06.12.2018,113710,113750,113700,113720
06.12.2018,113710,113730,113700,113700
06.12.2018,113700,113740,113700,113730
06.12.2018,113730,113740,113700,113700
06.12.2018,113710,113740,113700,113720
06.12.2018,113710,113750,113700,113750
06.12.2018,113730,113730,113700,113720
06.12.2018,113730,113730,113700,113710
06.12.2018,113720,113730,113680,113690
06.12.2018,113680,113680,113620,113630
06.12.2018,113620,113670,113590,113670
06.12.2018,113680,113700,113650,113670
06.12.2018,113670,113700,113650,113670
06.12.2018,113650,113720,113650,113720
06.12.2018,113710,113760,113690,113740
06.12.2018,113750,113760,113700,113720
06.12.2018,113720,113760,113720,113720
06.12.2018,113750,113770,113740,113760
06.12.2018,113770,113820,113740,113820
06.12.2018,113810,113810,113750,113750
06.12.2018,113770,113820,113770,113810
06.12.2018,113810,113820,113790,113800
06.12.2018,113800,113810,113750,113760
06.12.2018,113770,113810,113720,113790
06.12.2018,113800,113850,113780,113830
06.12.2018,113820,113870,113800,113860
06.12.2018,113860,113870,113820,113830
06.12.2018,113830,113860,113800,113820
06.12.2018,113810,113830,113750,113780
06.12.2018,113770,113780,113750,113760
06.12.2018,113750,113750,113700,113700
06.12.2018,113700,113800,113700,113790
06.12.2018,113800,113810,113770,113780
06.12.2018,113790,113840,113770,113810
06.12.2018,113800,113820,113770,113800
06.12.2018,113780,113820,113780,113780
06.12.2018,113800,113850,113750,113770
06.12.2018,113750,113800,113720,113800
